ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001569102-25-000005	30-SEP-2025								A. D. Beadell Investment Counsel, Inc.	10224 N. PORT WASHINGTON ROAD		MEQUON	WI	53092	13F HOLDINGS REPORT	028-15167			N	
0000931097-25-000009	30-SEP-2025								CCM INVESTMENT ADVISERS LLC	1201 MAIN ST., SUITE 1910		COLUMBIA	SC	29201	13F HOLDINGS REPORT	028-04518	000105743		N	
0001172661-25-004241	30-JUN-2025	N							IronBridge Private Wealth, LLC	6420 Bee Cave Rd	Suite 201	Austin	TX	78746	13F HOLDINGS REPORT	028-21124	000287714	801-115022	N	
0001642246-25-000007	30-SEP-2025								Sharkey, Howes & Javer	720 S. COLORADO BLVD. STE. 600 SOUTH		DENVER	CO	80246	13F HOLDINGS REPORT	028-16906			N	
0001755670-25-000006	30-SEP-2025								Selective Wealth Management, Inc.	1149 VISTA PARK DRIVE	UNIT D	FOREST	VA	24551	13F HOLDINGS REPORT	028-18908	000164882	801-108568	N	
0002085853-25-000065	30-JUN-2025	N							Delta Wealth Advisors LLC	3755 E 82ND ST SUITE 100		INDIANAPOLIS	IN	46240	13F HOLDINGS REPORT	028-25796			N	
0002085853-25-000064	31-MAR-2025	N							Delta Wealth Advisors LLC	3755 E 82ND ST SUITE 100		INDIANAPOLIS	IN	46240	13F HOLDINGS REPORT	028-25796			N	
0002085853-25-000063	31-DEC-2024	N							Delta Wealth Advisors LLC	3755 E 82ND ST SUITE 100		INDIANAPOLIS	IN	46240	13F HOLDINGS REPORT	028-25796			N	
0002085853-25-000062	30-SEP-2024	N							Delta Wealth Advisors LLC	3755 E 82ND ST SUITE 100		INDIANAPOLIS	IN	46240	13F HOLDINGS REPORT	028-25796			N	
0002085853-25-000061	30-JUN-2024	N							Delta Wealth Advisors LLC	3755 E 82ND ST SUITE 100		INDIANAPOLIS	IN	46240	13F HOLDINGS REPORT	028-25796			N	
0002004904-25-000008	30-SEP-2025								Quotient Wealth Partners, LLC	5430 LBJ FREEWAY	SUITE 1150	DALLAS	TX	75240	13F HOLDINGS REPORT	028-23636	000326819	801-128380	N	
0002085853-25-000059	30-SEP-2025	N							Clarity Financial LLC	11750 Katy Freeway, Suite 840		Houston	TX	77079	13F HOLDINGS REPORT	028-21261	000150661	801-77832	N	
0002085853-25-000058	30-SEP-2025	N							Falcon Wealth Planning	3400 Inland Empire Blvd.	Suite 100	Ontario	CA	91764	13F HOLDINGS REPORT	028-20509	000174092	801-112659	N	
0002085853-25-000057	30-SEP-2025	N							Focused Wealth Management, Inc	11 Balmville Rd	Suite 2 North	Newburgh	NY	12550	13F HOLDINGS REPORT	028-15621	000154828	801-71860	N	
0001950947-25-000006	30-SEP-2025								Cyndeo Wealth Partners, LLC	200 CENTRAL AVENUE	23RD FLOOR	ST. PETERSBURG	FL	33701	13F HOLDINGS REPORT	028-22760			N	
0002085853-25-000056	30-SEP-2025	N							Bowman & Co S.C.	530 N Koeller St		Oshkosh	WI	54902	13F HOLDINGS REPORT	028-21542	000305030	801-117229	N	
0002052964-25-000006	30-SEP-2025								MATAURO, LLC	1325 AVENUE OF THE AMERICAS		NEW YORK	NY	10019	13F HOLDINGS REPORT	028-24721	000333038	801-131187	N	
0002046607-25-000006	30-SEP-2025								Fairvoy Private Wealth, LLC	ONE PERIMETER PARK SOUTH	SUITE 300S	BIRMINGHAM	AL	35243	13F HOLDINGS REPORT	028-24633	000329636	801-129698	N	
0001950323-25-000013	30-SEP-2025								Abound Wealth Management	317 MAIN STREET, SUITE 201		FRANKLIN	TN	37064	13F HOLDINGS REPORT	028-24269			N	
0001737088-25-000008	30-SEP-2025								Castleview Partners, LLC	8111 PRESTON ROAD	SUITE 500	DALLAS	TX	75225	13F HOLDINGS REPORT	028-18737			N	
0001536029-25-000006	30-SEP-2025								Advance Capital Management, Inc.	ONE TOWNE SQUARE, SUITE 444		SOUTHFIELD	MI	48076	13F HOLDINGS REPORT	028-21444			N	
0001104659-25-098515	30-SEP-2025	N							Perpetual Ltd	18/123 PITT STREET		SYDNEY, NEW SOUTH WALES	C3	2000	13F HOLDINGS REPORT	028-18148			Y	*Perpetual Limited (Perpetual) is the Australian parent holding company of (i) certain U.S. institutional investment managers, Barrow Hanley Mewhinney & Strauss LLC (Barrow Hanley), Trillium Asset Management, LLC (Trillium), and Thompson, Siegel and Walmsley, LLC (TSW), (ii) certain Australian institutional investment managers, Pendal Group Ltd. (Pendal) and Perpetual Investment Management Limited (PIML), and (iii) J O Hambro Capital Ltd. (JOHCM Ltd.).  For purposes of the reporting requirements under Section 13(f) of the Securities Exchange Act of 1934 (the Act), and the rules promulgated thereunder, Perpetual itself does not exercise, and therefore disclaims, investment discretion with respect to any Section 13(f) securities positions over which its investment manager subsidiaries exercise such discretion. To the extent, however, that Perpetual's controlling ownership interest in such subsidiaries may nevertheless give rise to a Form 13F obligation on behalf of Perpetual, the information required by Form 13F is reported herein on behalf of such subsidiaries. U.S. institutional investment managers, Barrow Hanley Mewhinney & Strauss LLC (Barrow Hanley), Trillium Asset Management, LLC (Trillium), and Thompson, Siegel and Walmsley, LLC (TSW) are separately fulfilling their own reporting requirements under Section 13(f) of the Securities Exchange Act of 1934 (the Act) and therefore have not been included in the List of Other Included Managers.
0001754960-25-000648	30-SEP-2025								FIDUCIARY FINANCIAL GROUP, LLC	1101 FIFTH AVE	SUITE 305	SAN RAFAEL	CA	94901	13F HOLDINGS REPORT	028-24224			N	
0001754960-25-000652	30-SEP-2025								Gibson Wealth Advisors LLC	1015 PRUITT PLACE	SUITE 105	TYLER	TX	75703	13F HOLDINGS REPORT	028-22255			N	
0001754960-25-000656	30-SEP-2025								Arbor Wealth Advisors LLC	101 W BIG BEAVER ROAD	SUITE 1400	TROY	MI	48084	13F HOLDINGS REPORT	028-23579			N	
0001863768-25-000007	30-SEP-2025								Capitol Family Office, Inc.	1500 NW BETHANY BLVD., SUITE 200		BEAVERTON	OR	97006	13F HOLDINGS REPORT	028-21696	000312005	801-120221	N	
0001754960-25-000651	30-SEP-2025								KMG FIDUCIARY PARTNERS, LLC	7530 KINGS POINTE ROAD		TOLEDO	OH	43617	13F HOLDINGS REPORT	028-19469			N	
0001754960-25-000649	30-SEP-2025								Signal Advisors Wealth, LLC	1555 BROADWAY		DETROIT	MI	48226	13F HOLDINGS REPORT	028-23749			N	
0001754960-25-000650	30-SEP-2025								Rydar Equities, Inc.	3851 FORT WORTH HWY		WEATHERFORD	TX	76087	13F HOLDINGS REPORT	028-25788			N	
0001818759-25-000009	30-SEP-2025								Sunflower Bank, N.A.	8117 PRESTON ROAD #220		DALLAS	TX	75225	13F HOLDINGS REPORT	028-20305			N	
0001754960-25-000655	30-SEP-2025								Focus Financial Network, Inc.	1300 GODWARD ST		MINNEAPOLIS	MN	55413	13F HOLDINGS REPORT	028-24075			N	
0001841506-25-000008	30-SEP-2025								CGN Advisors LLC	512 POYNTZ AVE	SUITE 120	MANHATTAN	KS	66502	13F HOLDINGS REPORT	028-20463	000159359		N	
0002010186-25-000007	30-SEP-2025								BARTLETT & CO. WEALTH MANAGEMENT LLC	600 VINE STREET	SUITE 2100	CINCINNATI	OH	45202	13F HOLDINGS REPORT	028-23769	000292246	801-112635	N	
0001730479-25-000005	30-SEP-2025								Independence Bank of Kentucky	PO BOX 948		OWENSBORO	KY	42302-0948	13F HOLDINGS REPORT	028-18294			N	
0001840565-25-000007	30-SEP-2025								BAKER TILLY WEALTH MANAGEMENT, LLC	PO BOX 7398		MADISON	WI	53703-7398	13F HOLDINGS REPORT	028-20549			N	
0001941040-25-000537	30-SEP-2025	N							Cascade Investment Advisors, Inc.	503 High Street		Oregon City	OR	97045	13F HOLDINGS REPORT	028-17496	000117294	801-62891	N	
0001409362-25-000007	30-SEP-2025								AdvisorNet Financial, Inc	110 CHESHIRE LANE	SUITE 200	MINNETONKA	MN	55305	13F HOLDINGS REPORT	028-18666			N	
0002090468-25-000003	30-SEP-2025								Meadowbrook Wealth Management, LLC	1042 FRANKLIN AVENUE	SUITE 110	GARDEN CITY	NY	11530	13F HOLDINGS REPORT	028-25795			N	
0002085853-25-000055	30-SEP-2025	N							Lifestyle Asset Management, Inc.	211 W Edgewood, Suite 300		Friendswood	TX	77546	13F HOLDINGS REPORT	028-23183	000157450	801-116746	N	
0001725547-25-004110	30-SEP-2025	N							BRADY FAMILY WEALTH, LLC	1401 SOUTH BRENTWOOD BLVD.	SUITE 880	SAINT LOUIS	MO	63144	13F HOLDINGS REPORT	028-23176	000315635	801-122035	N	
0002085853-25-000053	30-SEP-2025	N							Centurion Wealth Management LLC	7901 Jones Branch Drive	Suite 230	Mclean	VA	22102	13F HOLDINGS REPORT	028-22804	000317929	801-123007	N	
0002085853-25-000052	30-SEP-2025	N							Ridgepath Capital Management LLC	9202 S. Northshore Dr, Suite 301		Knoxville	TN	37922	13F COMBINATION REPORT	028-24083	000283343	801-119002	N	
0002085853-25-000051	30-SEP-2025	N							L. Roy Papp & Associates, LLP	2201 E. Camelback Road	Suite 227b	Phoenix	AZ	85016	13F HOLDINGS REPORT	028-01889	000105130	801-35594	N	
0002085853-25-000050	30-SEP-2025	N							McHugh Group, LLC	12 W Mather Lane		Bratenahl	OH	44108	13F HOLDINGS REPORT	028-24627			N	
0002085853-25-000049	30-SEP-2025	N							TradeWell Securities, LLC.	130 West Main St	Suite 100	Fort Wayne	IN	46802	13F HOLDINGS REPORT	028-25521			N	
0001812178-25-000007	30-SEP-2025								JACKSON SQUARE CAPITAL, LLC	595 MARKET STREET	SUITE 1340	SAN FRANCISCO	CA	94105	13F HOLDINGS REPORT	028-20279			N	
0002085853-25-000048	30-SEP-2025	N							Secure Asset Management, LLC	2565 West Maple Road		Troy	MI	48084	13F HOLDINGS REPORT	028-19770	000144046	801-113954	N	
0001725547-25-004108	30-SEP-2025	N							SURIENCE PRIVATE WEALTH LLC	402 E YAKIMA AVE	SUITE 120	YAKIMA	WA	98901	13F HOLDINGS REPORT	028-21483	000313055	801-120656	N	
0001641438-25-000009	30-SEP-2025								Financial Enhancement Group LLC	2704 ENTERPRISE DRIVE		ANDERSON	IN	46013	13F HOLDINGS REPORT	028-16993			N	
0001352449-25-000006	30-SEP-2025								Norman Fields, Gottscho Capital Management, LLC	1120 AVENUE OF THE AMERICAS	FOURTH FLOOR	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-11600			N	
0001842811-25-000003	30-SEP-2025								IVC Wealth Advisors LLC	163 E MAIN ST	PO BOX 539	SILVERDALE	PA	18962-0539	13F HOLDINGS REPORT	028-20501	000301127	801-114980	N	
0000866780-25-000005	30-SEP-2025								TOTH FINANCIAL ADVISORY CORP	608 SOUTH KING STREET	SUITE 300	LEESBURG	VA	20175	13F HOLDINGS REPORT	028-07086			N	
0001725547-25-004106	30-SEP-2025								Capstone Wealth Management, LLC	2200 JACK WARNER PKWY	SUITE 300	TUSCALOOSA	AL	35401	13F HOLDINGS REPORT	028-24568	000118296	801-107846	N	
0001725547-25-004105	30-SEP-2025	N							SHELTON WEALTH MANAGEMENT, LLC	100 THROCKMORTON STREET	SUITE 300	FORT WORTH	TX	76102	13F HOLDINGS REPORT	028-21498	000312686	801-120423	N	
0001813577-25-000008	30-SEP-2025								Whitcomb & Hess, Inc.	1020 CLEVELAND AVENUE		ASHLAND	OH	44805	13F HOLDINGS REPORT	028-21304	000121064	801-78798	N	
0001085146-25-005881	30-SEP-2025	N							Curated Wealth Partners LLC	2321 ROSECRANS AVE	SUITE 2215	EL SEGUNDO	CA	90245	13F HOLDINGS REPORT	028-20885			N	
0001085146-25-005880	30-SEP-2025	N							Sprinkle Financial Consultants LLC	1520 W CANAL CT STE 220		LITTLETON	CO	80120	13F HOLDINGS REPORT	028-23721	000112227	801-48276	N	
0001761044-25-000014	30-SEP-2025								Compton Wealth Advisory Group, LLC	1 COLUMBUS CENTER	SUITE 100	VIRGINIA BEACH	VA	23462	13F HOLDINGS REPORT	028-19117			N	
0001525947-25-000008	30-SEP-2025								Kessler Investment Group, LLC	50 WASHINGTON STREET, SUITE 3-B		COLUMBUS	IN	47201	13F HOLDINGS REPORT	028-14656	000153696	801-71393	N	
0001842554-25-000010	30-SEP-2025								ACT Advisors, LLC.	521 COLLEGE STREET		ASHEVILLE	NC	28801	13F HOLDINGS REPORT	028-20603			N	
0001513038-25-000008	30-SEP-2025								Perkins Coie Trust Co	1301 SECOND AVE, SUITE 4200		SEATTLE	WA	98101	13F HOLDINGS REPORT	028-15766			N	
0001632812-25-000009	30-SEP-2025								BDF-GESTION	LOV-1545, 1, RUE DE LA VRILLIERE		PARIS	I0	75001	13F HOLDINGS REPORT	028-24219			N	
0001276918-25-000017	30-SEP-2025								ZEVENBERGEN CAPITAL INVESTMENTS LLC	326 ADMIRAL WAY	STE 200	EDMONDS	WA	98020	13F COMBINATION REPORT	028-10622	000128990	801-62477	N	
0001053054-25-000010	30-SEP-2025								LVM CAPITAL MANAGEMENT LTD/MI	7840 MOORSBRIDGE ROAD		PORTAGE	MI	49024	13F HOLDINGS REPORT	028-06658			N	
0002053314-25-000006	30-SEP-2025								LEGACY SOLUTIONS, LLC	206 N UNION ST		KENNETT SQUARE	PA	19348	13F HOLDINGS REPORT	028-24704	000323360	801-126819	N	
0001566493-25-000010	30-SEP-2025								Newman Dignan & Sheerar, Inc.	260 WEST EXCHANGE STREET	SUITE 302	PROVIDENCE	RI	02903	13F HOLDINGS REPORT	028-15421	000107565	801-41412	N	
0001931642-25-000008	30-SEP-2025								Astoria Portfolio Advisors LLC.	500 7TH AVENUE		NEW YORK	NY	10018	13F COMBINATION REPORT	028-22555	000288271		N	
0002053050-25-000011	30-SEP-2025								LOUISBOURG INVESTMENTS INC.	202-230 CHAMPLAIN STREET		DIEPPE	A3	E1A 1P1	13F HOLDINGS REPORT	028-24655	000329547	802-129404	N	
0002021711-25-000006	30-SEP-2025								Marathon Strategic Advisors, LLC	103 BRILLIANT AVE, SUITE C		PITTSBURGH	PA	15215	13F HOLDINGS REPORT	028-24085	000117108		N	
0002027176-25-000007	30-SEP-2025								Rockingstone Advisors LLC	292 MAIN STREET	SUITE 32	GREAT BARRINGTON	MA	01230	13F HOLDINGS REPORT	028-24217	000149592	801-77696	N	
0001175954-25-000010	30-SEP-2025								CENTRAL BANK & TRUST CO	POST OFFICE BOX 1360	TRUST DEPARTMENT	LEXINGTON	KY	40588-1360	13F HOLDINGS REPORT	028-10223			N	
0001010873-25-000007	30-SEP-2025								FRANKLIN STREET ADVISORS INC /NC	1450 RALEIGH RD	STE 300	CHAPEL HILL	NC	27517	13F HOLDINGS REPORT	028-05428	000106275		N	
0001808915-25-000007	30-SEP-2025								U.S. Capital Wealth Advisors, LLC	300 WEST 6TH STREET	SUITE 1900	AUSTIN	TX	78701	13F HOLDINGS REPORT	028-21388			N	
0001941040-25-000535	30-SEP-2025	N							Prentice Wealth Management LLC	1150 Penfield Rd.		Rochester	NY	14625	13F HOLDINGS REPORT	028-21272	000160052	801-76490	N	
0002009781-25-000007	30-SEP-2025								OxenFree Capital LLC	1900 S. HARBOR CITY BLVD	STE. 111	MELBOURNE	FL	32901	13F HOLDINGS REPORT	028-23545	000327105	801-128275	N	
0001767349-25-000007	30-SEP-2025								Princeton Global Asset Management LLC	17 HULFISH STREET, SUITE 240		PRINCETON	NJ	08542	13F HOLDINGS REPORT	028-19430			N	
0002055645-25-000007	30-SEP-2025								BREAKTHRU ADVISORY SERVICES, LLC	W160S6550 COMMERCE DR.	SUITE 210	MUSKEGO	WI	53150	13F HOLDINGS REPORT	028-25362	000332173	801-130880	N	
0001140361-25-037770	30-SEP-2025	N							Kennebec Savings Bank	150 STATE STREET	PO BOX 50	AUGUSTA	ME	04330	13F HOLDINGS REPORT	028-24418			N	
0002085853-25-000047	30-SEP-2025	N							Phraction Management LLC	139 S. MAIN ST	Suite 2	COLCHESTER	CT	06415	13F HOLDINGS REPORT	028-21590	000298633	801-114087	N	
0001214659-25-014790	30-SEP-2025	N							WALLER FINANCIAL PLANNING GROUP, INC	941 CHATHAM LANE	SUITE 212	COLUMBUS	OH	43221	13F HOLDINGS REPORT	028-18994	000159564		N	
0001535811-25-000005	30-SEP-2025								Redhawk Wealth Advisors, Inc.	8500 NORMANDALE LAKE BLVD	SUITE 960	MINNEAPOLIS	MN	55437	13F HOLDINGS REPORT	028-18954			N	
0001068837-25-000035	30-SEP-2025								Voya Investment Management LLC	5780 Powers Ferry Rd	Suite 300	Atlanta	GA	30327-4349	13F HOLDINGS REPORT	028-07292		801-55232	N	
0001424367-25-000014	30-SEP-2025								Voya Financial Advisors, Inc.	One Orange Way		Windsor	CT	06095	13F HOLDINGS REPORT	028-16913		801-46585	N	
0001333792-25-000006	30-SEP-2025								Sky Investment Group LLC	ONE FINANCIAL PLAZA	SUITE 1210	HARTFORD	CT	06103	13F HOLDINGS REPORT	028-11663			N	
0001384943-25-000009	30-SEP-2025								Bath Savings Trust Co	105 FRONT STREET		BATH	ME	04530	13F HOLDINGS REPORT	028-12067			N	
0002085853-25-000046	30-JUN-2025	N							Ridgepath Capital Management LLC	9202 S. Northshore Dr, Suite 301		Knoxville	TN	37922	13F COMBINATION REPORT	028-24083	000283343	801-119002	N	
0001811783-25-000008	30-SEP-2025								Richard P Slaughter Associates Inc	9600 N MOPAC EXPY	SUITE 600	AUSTIN	TX	78759	13F HOLDINGS REPORT	028-20292			N	
0001999898-25-000006	30-SEP-2025								Kampmann Melissa S.	500 N. FIRST STREET	SUITE 8000	WAUSAU	WI	54403	13F HOLDINGS REPORT	028-23464			N	
0001437749-25-030755	30-SEP-2025								Bay Harbor Wealth Management, LLC	201 INTERNATIONAL CIRCLE, STE 520		Hunt Valley	MD	21030	13F HOLDINGS REPORT	028-19245			N	
0001482970-25-000006	30-SEP-2025								Stillwater Capital Advisors, LLC	80 W. LANCASTER AVE.	SUITE 230	DEVON	PA	19333	13F HOLDINGS REPORT	028-13804			N	
0001903273-25-000005	30-SEP-2025								ShankerValleau Wealth Advisors, Inc.	5215 OLD ORCHARD ROAD	SUITE 850	SKOKIE	IL	60077	13F HOLDINGS REPORT	028-21511	000117527		N	
0001511098-25-000006	30-SEP-2025								Baskin Financial Services Inc.	95 ST. CLAIR AVENUE WEST, SUITE 900		TORONTO	A6	M4V 1N6	13F HOLDINGS REPORT	028-14204			N	
0001214659-25-014788	30-SEP-2025	N							Harbour Capital Advisors, LLC	1595 SPRING HILL ROAD, SUITE 305		TYSONS CORNER	VA	22182	13F HOLDINGS REPORT	028-17525			N	
0001085146-25-005879	30-SEP-2025	N							Addenda Capital Inc.	800, BOUL	RENE-LEVESQUE OUEST BUREAU 2800	MONTREAL	A8	H3B 1X9	13F HOLDINGS REPORT	028-15211	000137034	801-64799	N	
0001085146-25-005878	30-SEP-2025	N							MITCHELL & PAHL PRIVATE WEALTH, LLC	1001 NW 71ST STREET	SUITE 4	OKLAHOMA CITY	OK	73116	13F HOLDINGS REPORT	028-20626	000307625	801-118315	N	
0001085146-25-005875	30-SEP-2025	N							Dynamic Advisor Solutions LLC	2415 EAST CAMELBACK RD SUITE 700		PHOENIX	AZ	85016	13F HOLDINGS REPORT	028-15808			N	
0001085146-25-005874	30-SEP-2025	N							ECLECTIC ASSOCIATES INC /ADV	1440 NORTH HARBOR BLVD	STE 220	FULLERTON	CA	92835	13F HOLDINGS REPORT	028-20439	000111041		N	
0001085146-25-005871	30-SEP-2025	N							CYPRESS FINANCIAL PLANNING LLC	400 WHITE HORSE PIKE		HADDON HEIGHTS	NJ	08035	13F HOLDINGS REPORT	028-22570	000151014	801-112700	N	
0001085146-25-005870	30-SEP-2025	N							Fermata Advisors, LLC	539 BROADWAY	SUITE A	SONOMA	CA	95476	13F HOLDINGS REPORT	028-21258			N	
0001085146-25-005869	30-SEP-2025	N							Guardian Financial Partners, LLC	635 EAST CHAPMAN AVENUE		ORANGE	CA	92866	13F HOLDINGS REPORT	028-21459			N	
0001085146-25-005868	30-SEP-2025	N							Halter Ferguson Financial Inc.	13080 GRAND BLVD.	SUITE 130	CARMEL	IN	46032	13F HOLDINGS REPORT	028-23676	005062898	801-57288	N	
0001085146-25-005867	30-SEP-2025	N							Divergent Planning, LLC	6701 DEMOCRACY BLVD.	SUITE 300	BETHESDA	MD	20817	13F HOLDINGS REPORT	028-20641			N	
0001580642-25-006507	30-SEP-2025	N							CONTRAVISORY INVESTMENT MANAGEMENT, INC.	120 Longwater Drive	Suite 100	Norwell	MA	02061	13F HOLDINGS REPORT	028-11954			N	
0001085146-25-005864	30-SEP-2025	N							CHAPIN DAVIS, INC.	1411 CLARKVIEW ROAD		BALTIMORE	MD	21209	13F HOLDINGS REPORT	028-22769			N	
0001950556-25-000007	30-SEP-2025								Dakota Community Bank & Trust NA	609 MAIN STREET		HEBRON	ND	58638	13F HOLDINGS REPORT	028-22680			N	
0001085146-25-005862	30-SEP-2025	N							Archer Investment Management, LLC	4411 AUTHENTIC DRIVE		AUSTIN	TX	78731	13F HOLDINGS REPORT	028-24618	000146852	801-120764	N	
0001085146-25-005861	30-SEP-2025	N							BUCKHEAD CAPITAL MANAGEMENT LLC	3100 CUMBERLAND BOULEVARD STE 1450		ATLANTA	GA	30339	13F HOLDINGS REPORT	028-06333	000110707	801-57810	N	
0001085146-25-005859	30-SEP-2025	N							IMZ Advisory Inc	137 W ROYAL PALM ROAD		BOCA RATON	FL	33432	13F HOLDINGS REPORT	028-24041			N	
0001085146-25-005858	30-SEP-2025	N							Peak Financial Management, Inc.	93 WORCESTER STREET	SUITE 101	WELLESLEY	MA	02481	13F HOLDINGS REPORT	028-17408	000110559	801-39737	N	
0001085146-25-005856	30-SEP-2025	N							Affinity Capital Advisors, LLC	825 PAGE STREET		BERKELEY	CA	94710	13F HOLDINGS REPORT	028-20220	000166226	801-81133	N	
0001085146-25-005853	30-SEP-2025	N							CENTRAL VALLEY ADVISORS, LLC	3455 AMERICAN RIVER DR.	SUITE A	SACRAMENTO	CA	95864	13F HOLDINGS REPORT	028-23677			N	
0002085853-25-000045	30-SEP-2025	N							Park Edge Advisors, LLC	2360 W. 11th St.		Cleveland	OH	44113	13F COMBINATION REPORT	028-23179	000317521	801-125820	N	
0002065938-25-000005	30-SEP-2025								North Capital, Inc.	623 EAST FORT UNION BLVD, SUITE 101		SALT LAKE CITY	UT	84047	13F HOLDINGS REPORT	028-25515	000148802		N	
0002085853-25-000044	30-SEP-2025	N							Whalen Wealth Management Inc.	7160 Rafael Rivera Way, Suite 220		Las Vegas	NV	89113	13F HOLDINGS REPORT	028-23738	000311869	801-120102	N	
0002085853-25-000043	30-SEP-2025	N							RIVERSEDGE ADVISORS, LLC	600 N King Street, Ste. 200		Wilmington	DE	19801	13F HOLDINGS REPORT	028-19585	000298390	801-113978	N	
0002085853-25-000042	30-SEP-2025	N							Peterson Wealth Advisors, LLC	360 W 920 N		Orem	UT	84057	13F HOLDINGS REPORT	028-18697	000146349	801-68917	N	
0002085853-25-000041	30-SEP-2025	N							MFG WEALTH MANAGEMENT, INC.	6920 South East Street Ste E		Indianapolis	IN	46227	13F HOLDINGS REPORT	028-24666			N	
0002085853-25-000039	30-SEP-2025	N							NavPoint Financial, Inc.	16180 Hastings Avenue Se Suite 301		Prior Lake	MN	55372	13F HOLDINGS REPORT	028-23606	000109432	801-55229	N	
0002085853-25-000038	30-SEP-2025	N							Long Run Wealth Advisors, LLC	55 Barn Rd, Lake Placid, Ny, Usa	Suite 206	Lake Placid	NY	12946	13F HOLDINGS REPORT	028-21474	000311415	801-119953	N	
0002085853-25-000037	30-SEP-2025	N							Embree Financial Group	440 N Wells Street	Suite 530	Chicago	IL	60654	13F HOLDINGS REPORT	028-24082	000108233	801-63489	N	
0001085146-25-005842	30-SEP-2025	N							Hummer Financial Advisory Services Inc	680 N Lake Shore Dr Apt 906		Chicago	IL	60611	13F HOLDINGS REPORT	028-19801	000108550	801-113269	N	
0001104659-25-098103	30-SEP-2025	N							FIRST FINANCIAL CORP /IN/	ONE FIRST FINANCIAL PLAZA		TERRE HAUTE	IN	47807	13F HOLDINGS REPORT	028-14510			N	
0001799900-25-000006	30-SEP-2025								Pacifica Partners Inc.	5455 152 STREET	SUITE 213	SURREY	Z4	V3S 5A5	13F HOLDINGS REPORT	028-19747	000162313	801-75541	N	
0002053892-25-000007	30-SEP-2025								Wealth Advisors Northwest LLC	9400 SW BARNES ROAD	SUITE 309	PORTLAND	OR	97225	13F HOLDINGS REPORT	028-24659			N	
0001754960-25-000646	30-SEP-2025								Hoffman, Alan N Investment Management	40 WILLIAM ST UNIT 604		WELLESLEY HILLS	MA	02481	13F HOLDINGS REPORT	028-21086			N	
0001785199-25-000019	30-SEP-2025								Sheets Smith Investment Management	5600 NW CENTRAL DR	221	HOUSTON	TX	77092	13F HOLDINGS REPORT	028-21070	000293992		N	
0001785199-25-000018	30-JUN-2025								Sheets Smith Investment Management	5600 NW CENTRAL DR	221	HOUSTON	TX	77092	13F HOLDINGS REPORT	028-21070	000293992		N	
0001692038-25-000012	30-JUN-2025	Y	1	RESTATEMENT					SIMON QUICK ADVISORS, LLC	360 MOUNT KEMBLE AVE		MORRISTOWN	NJ	07960	13F HOLDINGS REPORT	028-17599	000132330	801-63357	N	
0001849618-25-000005	30-SEP-2025								Guided Capital Wealth Management, LLC	24 GREENWAY PLAZA, SUITE 1203		HOUSTON	TX	77046	13F HOLDINGS REPORT	028-24662	000310056	801-129612	N	
0001140361-25-037686	30-SEP-2025	N							First County Bank /CT/	117 Prospect Street		Stamford	CT	06901	13F HOLDINGS REPORT	028-23301			N	
